"KBFI","Seattle Boeing","WA","47.52999878","-122.30000305"
"KBFL","Bakersfield","CA","35.43000031","-119.05999756"
"KBFM","Mobile Downtown","AL","30.62999916","-88.06999969"
"KBFW","Silver Bay","MN","47.25000000","-91.41999817"
"KBGD","Borger","TX","35.70000076","-101.38999939"
"KBGE","Bainbridge","GA","30.96999931","-84.63999939"
"KBGM","Binghamton","NY","42.20999908","-75.98000336"
"KBGR","Bangor","ME","44.81000137","-68.83000183"
"KBHB","Bar Harbor","ME","44.45000076","-68.36000061"
"KBHM","Birmingham","AL","33.56000137","-86.75000000"
"KBID","Block Island","RI","41.16999817","-71.58000183"
"KBIH","Bishop","CA","37.36999893","-118.36000061"
"KBIL","Billings","MT","45.81000137","-108.54000092"
"KBIS","Bismarck","ND","46.77000046","-100.75000000"
"KBIX","Biloxi","MS","30.40999985","-88.91999817"
"KBJC","Broomfield","CO","39.90999985","-105.12000275"
"KBJI","Bemidji","MN","47.50999832","-94.93000031"
"KBJJ","Wooster","OH","40.86999893","-81.88999939"
"KBKD","Breckenridge","TX","32.72000122","-98.88999939"
"KBKE","Baker","OR","44.84000015","-117.80999756"
"KBKF","Aurora","CO","39.70000076","-104.75000000"
"KBKL","Cleveland Burke","OH","41.52000046","-81.68000031"
"KBKV","Brooksville","FL","28.46999931","-82.45999908"
"KBKW","Beckley","WV","37.79000092","-81.12000275"
"KBKX","Brookings","SD","44.29999924","-96.81999969"
"KBLF","Bluefield","WV","37.29999924","-81.20999908"
"KBLH","Blythe","CA","33.61999893","-114.72000122"
"KBLU","Blue Canyon","CA","39.27000046","-120.70999908"
"KBLV","Belleville","IL","38.54000092","-89.83000183"
"KBMG","Bloomington","IN","39.15000153","-86.62000275"
"KBMI","Bloomington","IL","40.47999954","-88.91999817"
"KBML","Berlin","NH","44.58000183","-71.18000031"
"KBNA","Nashville","TN","36.11999893","-86.68000031"
"KBNL","Barnwell","SC","33.25999832","-81.38999939"
"KBNO","Burns","OR","43.59000015","-118.95999908"
"KBNW","Boone","IA","42.04999924","-93.84999847"
"KBOK","Brookings","OR","42.04999924","-124.27999878"
"KBOS","Boston","MA","42.36000061","-71.00000000"
"KBPI","Big Piney","WY","42.58000183","-110.11000061"
"KBPT","Beaumont","TX","29.95000076","-94.01999664"
"KBQK","Brunswick","GA","31.26000023","-81.47000122"
"KBRD","Brainerd","MN","46.40000153","-94.13999939"
"KBRL","Burlington","IA","40.77999878","-91.12999725"
"KBRO","Brownsville","TX","25.90999985","-97.43000031"
"KBTL","Battle Creek","MI","42.31000137","-85.25000000"
"KBTM","Butte","MT","45.95000076","-112.50000000"
"KBTP","Butler","PA","40.77999878","-79.94999695"
"KBTR","Baton Rouge","LA","30.53000069","-91.15000153"
"KBTV","Burlington","VT","44.47000122","-73.15000153"
"KBUF","Buffalo","NY","42.93999863","-78.73000336"
"KBUR","Burbank","CA","34.20000076","-118.36000061"
"KBVN","Albion","NE","41.72999954","-98.05999756"
"KBVO","Bartlesville","OK","36.75999832","-96.01000214"
"KBVX","Batesville","AR","35.72999954","-91.65000153"
"KBVY","Beverly","MA","42.58000183","-70.91999817"
"KBWD","Brownwood","TX","31.79999924","-98.94999695"
"KBWG","Bowling Green","KY","36.95999908","-86.41999817"
"KBWI","Baltimore","MD","39.18000031","-76.66999817"
"KBXK","Buckeye","AZ","33.41999817","-112.69000244"
"KBYG","Buffalo","WY","44.38000107","-106.72000122"
"KBYH","Blytheville","AR","35.95999908","-89.94000244"
"KBYI","Burley","ID","42.54000092","-113.76999664"
"KBZN","Bozeman","MT","45.77999878","-111.15000153"
"KCAD","Cadillac","MI","44.27999878","-85.41999817"
"KCAE","Columbia","SC","33.93999863","-81.12000275"
"KCAK","Akron Canton","OH","40.91999817","-81.44000244"
"KCAO","Clayton","NM","36.45000076","-103.15000153"
"KCAR","Caribou","ME","46.86999893","-68.01999664"
"KCBF","Council Bluffs","IA","41.25999832","-95.76000214"
"KCBM","Columbus AFB","MS","33.65000153","-88.44999695"
"KCCY","Charles City","IA","43.06999969","-92.61000061"
"KCDC","Cedar City","UT","37.70000076","-113.09999847"
"KCDH","Camden","AR","33.61999893","-92.76000214"
"KCDN","Camden","SC","34.27999878","-80.55999756"
"KCDR","Chadron","NE","42.84000015","-103.09999847"
"KCDS","Childress","TX","34.43000031","-100.29000092"
"KCDW","Caldwell","NJ","40.88000107","-74.27999878"
"KCEZ","Cortez","CO","37.29999924","-108.62999725"
"KCFV","Coffeyville","KS","37.09000015","-95.56999969"
"KCHA","Chattanooga","TN","35.02999878","-85.19999695"
"KCKB","Clarksburg","WV","39.29999924","-80.23000336"
"KCLM","Port Angeles","WA","48.11999893","-123.50000000"
"KCLT","Charlotte","NC","35.20999908","-80.94000244"
"KCMH","Columbus","OH","40.00000000","-82.88999939"
"KCMI","Champaign","IL","40.04000092","-88.27999878"
"KCMX","Houghton","MI","47.16999817","-88.48999786"
"KCMY","Sparta","WI","43.95999908","-90.73999786"
"KCNK","Concordia","KS","39.54999924","-97.65000153"
"KCNM","Carlsbad","NM","32.34000015","-104.26000214"
"KCNO","Chino","CA","33.97000122","-117.63999939"
"KCNU","Chanute","KS","37.66999817","-95.48999786"
"KCNY","Moab","UT","38.75000000","-109.75000000"
"KCOD","Cody","WY","44.52000046","-109.01999664"
"KCOE","Coeur d'Alene","ID","47.77000046","-116.81999969"
"KCOF","Cocoa Beach","FL","28.23999977","-80.61000061"
"KCON","Concord","NH","43.20000076","-71.50000000"
"KCOS","Colorado Springs","CO","38.81000137","-104.69999695"
"KCOU","Columbia","MO","38.81999969","-92.22000122"
"KCPK","Chesapeake","VA","36.66999817","-76.31999969"
"KCPS","Cahokia","IL","38.56999969","-90.16000366"
"KCQM","Cook","MN","47.81999969","-92.69000244"
"KCQX","Chatham","MA","41.68999863","-69.98999786"
"KCRE","North Myrtle Beach","SC","33.81000137","-78.72000122"
"KCRG","Jacksonville Craig","FL","30.34000015","-81.51000214"
"KCRP","Corpus Christi","TX","27.77000046","-97.50000000"
"KCRS","Corsicana","TX","32.02999878","-96.40000153"
"KCRW","Charleston","WV","38.36999893","-81.58999634"
"KCSG","Columbus","GA","32.52000046","-84.94000244"
"KCSM","Clinton-Sherman","OK","35.34000015","-99.19999695"
"KCSQ","Creston","IA","41.02000046","-94.36000061"
"KCSV","Crossville","TN","35.95000076","-85.08000183"
"KCTY","Cross City","FL","29.63999939","-83.09999847"
"KCTZ","Clinton","NC","34.97999954","-78.36000061"
"KCUB","Columbia Owens","SC","33.97000122","-81.00000000"
"KCUH","Cushing","OK","35.95000076","-96.76999664"
"KCVG","Covington","KY","39.04999924","-84.66000366"
"KCVN","Clovis","NM","34.41999817","-103.08000183"
"KCVO","Corvallis","OR","44.50000000","-123.29000092"
"KCVS","Clovis Cannon AFB","NM","34.38000107","-103.31999969"
"KCVX","Charlevoix","MI","45.29999924","-85.26999664"
"KCWA","Mosinee","WI","44.77999878","-89.66999817"
"KCWF","Lake Charles","LA","30.20999908","-93.13999939"
"KCWI","Clinton","IA","41.83000183","-90.33000183"
"KCXO","Conroe","TX","30.35000038","-95.41000366"
"KCYS","Cheyenne","WY","41.15999985","-104.80999756"
"KCZK","Cascade Locks","OR","45.68000031","-121.87999725"
"KDAA","Fort Belvoir","VA","38.72000122","-77.18000031"
"KDAB","Daytona Beach","FL","29.18000031","-81.05999756"
"KDAG","Daggett-Barstow","CA","34.84999847","-116.79000092"
"KDAL","Dallas Love","TX","32.84999847","-96.84999847"
"KDAN","Danville","VA","36.56999969","-79.33999634"
"KDBQ","Dubuque","IA","42.40000153","-90.70999908"
"KDCA","Washington","DC","38.84999847","-77.04000092"
"KDCU","Decatur","AL","34.65000153","-86.94999695"
"KDDC","Dodge City","KS","37.75999832","-99.97000122"
"KDEC","Decatur","IL","39.83000183","-88.87000275"
"KDEH","Decorah","IA","43.27999878","-91.73999786"
"KDEN","Denver","CO","39.86000061","-104.66999817"
"KDET","Detroit","MI","42.40999985","-83.01000214"
"KDFI","Defiance","OH","41.34000015","-84.43000031"
"KDFW","Dallas/Ft Worth","TX","32.90000153","-97.04000092"
"KDGW","Douglas","WY","42.79999924","-105.38999939"
"KDHN","Dothan","AL","31.31999969","-85.44999695"
"KDHT","Dalhart","TX","36.02000046","-102.55000305"
"KDIK","Dickinson","ND","46.79999924","-102.80000305"
"KDKB","DeKalb","IL","41.93000031","-88.70999908"
"KDKK","Dunkirk","NY","42.49000168","-79.26999664"
"KDLF","Del Rio Laughlin AFB","TX","29.36000061","-100.77999878"
"KDLH","Duluth","MN","46.84000015","-92.19000244"
"KDLN","Dillon","MT","45.25999832","-112.55000305"
"KDLS","The Dalles","OR","45.61999893","-121.16999817"
"KDMA","Tucson Davis Monthan","AZ","32.16999817","-110.87999725"
"KDMN","Deming","NM","32.25999832","-107.72000122"
"KDMO","Sedalia","MO","38.70999908","-93.18000031"
"KDNL","Augusta","GA","33.47000122","-82.04000092"
"KDNN","Dalton","GA","34.72000122","-84.87000275"
"KDNS","Denison","IA","41.99000168","-95.37999725"
"KDNV","Danville","IL","40.20000076","-87.59999847"
"KDOV","Dover AFB","DE","39.13000107","-75.47000122"
"KDPA","Chicago DuPage","IL","41.90999985","-88.25000000"
"KDQH","Douglas","GA","31.47999954","-82.86000061"
"KDRA","Mercury","NV","36.61999893","-116.01999664"
"KDRI","De Ridder","LA","30.82999992","-93.33999634"
"KDRT","Del Rio","TX","29.37000084","-100.91999817"
"KDSM","Des Moines","IA","41.52999878","-93.66000366"
"KDSV","Dansville","NY","42.56999969","-77.70999908"
"KDTL","Detroit Lakes","MN","46.83000183","-95.88999939"
"KDTN","Shreveport Downtown","LA","32.54000092","-93.75000000"
"KDTO","Denton","TX","33.20000076","-97.19999695"
"KDTW","Detroit Metro","MI","42.20999908","-83.34999847"
"KDVL","Devils Lake","ND","48.11000061","-98.91000366"
"KDVN","Davenport","IA","41.61000061","-90.58999634"
"KDVT","Phoenix Deer Valley","AZ","33.68999863","-112.08000183"
"KDWH","Houston Hooks","TX","30.05999947","-95.55000305"
"KDXR","Danbury","CT","41.36999893","-73.48000336"
"KEAT","Wenatchee","WA","47.40000153","-120.20999908"
"KEAU","Eau Claire","WI","44.86999893","-91.48999786"
"KEBS","Webster City","IA","42.43999863","-93.87000275"
"KECG","Elizabeth City","NC","36.25999832","-76.16999817"
"KECS","Newcastle","WY","43.88999939","-104.31999969"
"KEDW","Edwards AFB","CA","34.90999985","-117.87999725"
"KEED","Needles","CA","34.77000046","-114.62000275"
"KEEN","Keene","NH","42.90000153","-72.26999664"
"KEFD","Ellington Field","TX","29.61000061","-95.16000366"
"KEGI","Crestview","FL","30.64999962","-86.51999664"
"KEHA","Elkhart","KS","37.00000000","-101.87999725"
"KEHO","Shelby","NC","35.25999832","-81.59999847"
"KEKN","Elkins","WV","38.88999939","-79.86000061"
"KEKO","Elko","NV","40.81999969","-115.79000092"
"KEKQ","Monticello","KY","36.84999847","-84.86000061"
"KELD","El Dorado","AR","33.22000122","-92.80999756"
"KELN","Ellensburg","WA","47.02999878","-120.52999878"
"KELP","El Paso","TX","31.80999947","-106.37999725"
"KEMP","Emporia","KS","38.33000183","-96.19000244"
"KEMT","El Monte","CA","34.09000015","-118.02999878"
"KEMV","Emporia","VA","36.68000031","-77.48000336"
"KEND","Enid Vance AFB","OK","36.34000015","-97.91999817"
"KENL","Centralia","IL","38.50999832","-89.08999634"
"KENV","Wendover","UT","40.72000122","-114.02999878"
"KENW","Kenosha","WI","42.59999847","-87.93000031"
"KEOK","Keokuk","IA","40.45999908","-91.43000031"
"KEPH","Ephrata","WA","47.31000137","-119.51999664"
"KEQY","Monroe","NC","35.02000046","-80.62000275"
"KERI","Erie","PA","42.08000183","-80.18000031"
"KERY","Newberry","MI","46.31000137","-85.45999908"
"KESC","Escanaba","MI","45.72000122","-87.08999634"
"KESF","Alexandria Esle","LA","31.38999939","-92.30000305"
"KESN","Easton","MD","38.79999924","-76.06999969"
"KEST","Estherville","IA","43.40999985","-94.75000000"
"KETB","West Bend","WI","43.41999817","-88.12999725"
"KEUF","Eufaula","AL","31.95000076","-85.12999725"
"KEUG","Eugene","OR","44.11999893","-123.22000122"
"KEVM","Eveleth","MN","47.41999817","-92.50000000"
"KEVV","Evansville","IN","38.04000092","-87.52999878"
"KEVW","Evanston","WY","41.27000046","-111.02999878"
"KEWB","New Bedford","MA","41.68000031","-70.95999908"
"KEWK","Newton","KS","38.06000137","-97.27999878"
"KEWN","New Bern","NC","35.06999969","-77.04000092"
"KEWR","Newark","NJ","40.68999863","-74.16999817"
"KEXX","Lexington","NC","35.77999878","-80.30000305"
"KEYW","Key West","FL","24.55999947","-81.76000214"
"KEZF","Fredericksburg","VA","38.27000046","-77.44999695"
"KFAF","Fort Eustis","VA","37.13000107","-76.61000061"
"KFAM","Farmington","MO","37.75999832","-90.43000031"
"KFAR","Fargo","ND","46.91999817","-96.80999756"
"KFAT","Fresno","CA","36.77999878","-119.72000122"
"KFBG","Fort Bragg","NC","35.13000107","-78.94000244"
"KFBL","Faribault","MN","44.31999969","-93.30999756"
"KFCM","Minneapolis Flying Cloud","MN","44.83000183","-93.45999908"
"KFCS","Fort Carson","CO","38.68000031","-104.76000214"
"KFDK","Frederick","MD","39.41999817","-77.37000275"
"KFDR","Frederick","OK","34.34999847","-98.98000336"
"KFDW","Winnsboro","SC","34.31000137","-81.11000061"
"KFDY","Findlay","OH","41.00999832","-83.66999817"
"KFEP","Freeport","IL","42.25000000","-89.58000183"
"KFET","Fremont","NE","41.45000076","-96.51999664"
"KFFA","Kill Devil Hills","NC","36.02000046","-75.66999817"
"KFFC","Peachtree City","GA","33.36000061","-84.56999969"
"KFFL","Fairfield","IA","41.04999924","-91.98000336"
"KFFM","Fergus Falls","MN","46.27999878","-96.16000366"
"KFFO","Wright-Patt AFB","OH","39.81999969","-84.05000305"
"KFFT","Frankfort","KY","38.18000031","-84.90000153"
"KFHU","Sierra Vista","AZ","31.59000015","-110.33999634"
"KFIT","Fitchburg","MA","42.54999924","-71.76000214"
"KFKL","Franklin","PA","41.38000107","-79.86000061"
"KFKN","Franklin","VA","36.70000076","-76.90000153"
"KFLD","Fond du Lac","WI","43.77000046","-88.48999786"
"KFLG","Flagstaff","AZ","35.13999939","-111.66999817"
"KFLL","Ft Lauderdale","FL","26.06999969","-80.15000153"
"KFLO","Florence","SC","34.18999863","-79.72000122"
"KFLP","Flippin","AR","36.29000092","-92.58999634"
"KFME","Fort Meade","MD","39.09000015","-76.76000214"
"KFMH","Cape Cod CGAS","MA","41.65999985","-70.51999664"
"KFMN","Farmington","NM","36.74000168","-108.23000336"
"KFMY","Fort Myers","FL","26.59000015","-81.86000061"
"KFNL","Fort Collins","CO","40.45000076","-105.01000214"
"KFNT","Flint","MI","42.97000122","-83.73999786"
"KFOD","Fort Dodge","IA","42.54999924","-94.19000244"
"KFOE","Topeka Forbes","KS","38.95000076","-95.66000366"
"KFOK","Westhampton Beach","NY","40.84000015","-72.62999725"
"KFPR","Ft Pierce","FL","27.50000000","-80.37000275"
"KFRG","Farmingdale","NY","40.72999954","-73.41000366"
"KFRI","Ft Riley","KS","39.06000137","-96.76000214"
"KFRM","Fairmont","MN","43.63999939","-94.41999817"
"KFSD","Sioux Falls","SD","43.58000183","-96.73999786"
"KFSE","Fosston","MN","47.59000015","-95.76999664"
"KFSI","Fort Sill","OK","34.65000153","-98.40000153"
"KFSM","Fort Smith","AR","35.34000015","-94.37000275"
"KFSO","Highgate","VT","44.93999863","-73.09999847"
"KFST","Fort Stockton","TX","30.92000008","-102.91999817"
"KFTG","Denver","CO","39.79000092","-104.54000092"
"KFTK","Fort Knox","KY","37.90999985","-85.97000122"
"KFTW","Fort Worth","TX","32.81999969","-97.36000061"
"KFTY","Atlanta Fulton","GA","33.77999878","-84.51999664"
"KFUL","Fullerton","CA","33.86999893","-117.98000336"
"KFVX","Farmville","VA","37.36000061","-78.44000244"
"KFWA","Fort Wayne","IN","40.97999954","-85.19000244"
"KFWC","Fairfield","IL","38.38000107","-88.41000366"
"KFWS","Fort Worth Spinks","TX","32.56999969","-97.30000305"
"KFXE","Fort Lauderdale","FL","26.20000076","-80.16999817"
"KFXY","Forest City","IA","43.22999954","-93.62000275"
"PFYU","Fort Yukon","AK","66.56999969","-145.25000000"
"KFYV","Fayetteville","AR","36.00999832","-94.16999817"
"KGAD","Gadsden","AL","33.97000122","-86.08999634"
"KGAG","Gage","OK","36.29999924","-99.77999878"
"KGAI","Gaithersburg","MD","39.16999817","-77.16999817"
"KGBD","Great Bend","KS","38.34000015","-98.86000061"
"KGBG","Galesburg","IL","40.93999863","-90.43000031"
"KGBN","Gila Bend","AZ","32.88000107","-112.72000122"
"KGCC","Gillette","WY","44.34999847","-105.54000092"
"KGCK","Garden City","KS","37.93000031","-100.72000122"
"KGCN","Grand Canyon","AZ","35.95000076","-112.15000153"
"KGDV","Glendive","MT","47.13999939","-104.80999756"
"KGEG","Spokane","WA","47.61999893","-117.52999878"
"KGEU","Glendale","AZ","33.52999878","-112.29000092"
"KGEY","Greybull","WY","44.52000046","-108.08000183"
"KGFA","Malmstrom AFB","MT","47.50000000","-111.18000031"
"KGFK","Grand Forks","ND","47.95000076","-97.18000031"
"KGFL","Glens Falls","NY","43.34000015","-73.61000061"
"KGGE","Georgetown","SC","33.31000137","-79.31999969"
"KGGG","Longview","TX","32.38000107","-94.70999908"
"KGGI","Grinnell","IA","41.70999908","-92.73000336"
"KGGW","Glasgow","MT","48.20999908","-106.61000061"
"KGIF","Winter Haven","FL","28.05999947","-81.75000000"
"KGJT","Grand Junction","CO","39.11999893","-108.52999878"
"KGLH","Greenville","MS","33.47999954","-90.98999786"
"KGNT","Grants-Milan","NM","35.16999817","-107.90000153"
"KGOK","Guthrie","OK","35.84999847","-97.41999817"
"KGPZ","Grand Rapids","MN","47.20999908","-93.51000214"
"KGRB","Green Bay","WI","44.49000168","-88.12999725"
"KGRF","Fort Lewis","WA","47.08000183","-122.58000183"
"KGRR","Grand Rapids","MI","42.88000107","-85.51999664"
"KGSH","Goshen","IN","41.52999878","-85.79000092"
"KGUC","Gunnison","CO","38.52999878","-106.93000031"
"KGUP","Gallup","NM","35.50999832","-108.79000092"
"KGWW","Goldsboro","NC","35.47000122","-77.97000122"
"KGXY","Greeley","CO","40.43999863","-104.62999725"
"KGYY","Gary","IN","41.61999893","-87.41000366"
"KHAF","Half Moon Bay","CA","37.50999832","-122.50000000"
"KHAI","Three Rivers","MI","41.95999908","-85.58999634"
"KHBG","Hattiesburg","MS","31.26000023","-89.25000000"
"KHBR","Hobart","OK","34.99000168","-99.05000305"
"KHCD","Hutchinson","MN","44.86000061","-94.37999725"
"KHDE","Holdrege","NE","40.45000076","-99.33999634"
"KHDN","Hayden","CO","40.47999954","-107.22000122"
"KHDO","Hondo","TX","29.36000061","-99.18000031"
"KHEY","Fort Rucker / Ozark","AL","31.35000038","-85.65000153"
"KHEZ","Natchez","MS","31.61000061","-91.30000305"
"KHFF","Mackall AAF","NC","35.04000092","-79.50000000"
"KHGR","Hagerstown","MD","39.70999908","-77.73000336"
"KHHF","Canadian","TX","35.90000153","-100.40000153"
"PHHI","Wheeler AAF","HI","21.47999954","-158.03999329"
"KHHR","Hawthorne","CA","33.91999817","-118.33000183"
"KHIB","Hibbing","MN","47.38999939","-92.83999634"
"KHIE","Whitefield","NH","44.36999893","-71.54000092"
"KHIF","Ogden Hill AFB","UT","41.11999893","-111.97000122"
"KHIO","Portland Hillsboro","OR","45.54000092","-122.94999695"
"KHJH","Hebron","NE","40.15000153","-97.58999634"
"KHKA","Blytheville Muni Airport","AR","35.93999863","-89.83000183"
"KHKS","Jackson Hawkins Field","MS","32.33000183","-90.22000122"
"KHKY","Hickory","NC","35.74000168","-81.38999939"
"KHLC","Hill City","KS","39.38000107","-99.83000183"
"KHLG","Wheeling","WV","40.16999817","-80.65000153"
"KHLN","Helena","MT","46.61000061","-111.98000336"
"KHLR","Killeen/Ft Hood","TX","31.13999939","-97.70999908"
"KHLX","Galax","VA","36.77000046","-80.81999969"
"KHMN","Holloman AFB","NM","32.84999847","-106.11000061"
"KHNB","Huntingburg","IN","38.25000000","-86.94999695"
"PHNL","Honolulu","HI","21.31999969","-157.91999817"
"KHNR","Harlan","IA","41.58000183","-95.33999634"
"KHNZ","Oxford","NC","36.36999893","-78.52999878"
"KHOB","Hobbs","NM","32.68999863","-103.22000122"
"KHOP","Fort Campbell","KY","36.66999817","-87.48999786"
"KHOT","Hot Springs","AR","34.47999954","-93.09999847"
"KHOU","Houston","TX","29.64999962","-95.27999878"
"KHPN","White Plains","NY","41.06999969","-73.70999908"
"KHQM","Hoquiam","WA","46.97000122","-123.94000244"
"KHQZ","Mesquite","TX","32.75000000","-96.52999878"
"KHRL","Harlingen","TX","26.22999954","-97.65000153"
"KHRO","Harrison","AR","36.25999832","-93.15000153"
"KHRX","Hereford","TX","34.86000061","-102.33000183"
"KHSA","Bay St Louis","MS","30.37000084","-89.44999695"
"KHSB","Harrisburg","IL","37.81000137","-88.55000305"
"KHSP","Hot Springs","VA","37.95000076","-79.83000183"
"KHST","Homestead AFB","FL","25.48999977","-80.37999725"
"KHSV","Huntsville","AL","34.63999939","-86.76999664"
"KHTL","Houghton Lake","MI","44.36000061","-84.66999817"
"KHTS","Huntington","WV","38.36999893","-82.55999756"
"KHUA","Redstone Arsenal","AL","34.68000031","-86.68000031"
"KHUL","Houlton","ME","46.11999893","-67.79000092"
"KHUM","Houma","LA","29.56999969","-90.66000366"
"KHUT","Hutchinson","KS","38.06999969","-97.86000061"
"KHVN","New Haven","CT","41.25999832","-72.88999939"
"KHVR","Havre","MT","48.54000092","-109.76000214"
"KHVS","Hartsville","SC","34.40000153","-80.12000275"
"KHWD","Hayward","CA","37.65999985","-122.12000275"
"KHWO","Hollywood","FL","26.00000000","-80.23999786"
"KHYA","Hyannis","MA","41.66999817","-70.27999878"
"KHYR","Hayward","WI","46.02999878","-91.44000244"
"KHYS","Hays","KS","38.84000015","-99.26999664"
"KHYW","Conway","SC","33.83000183","-79.12000275"
"KIAB","McConnell AFB","KS","37.61999893","-97.26999664"
"KIAD","Dulles Airport","VA","38.93999863","-77.45999908"
